Removed Pin From Net: NetName=+12 Pin=C1C-1
Removed Pin From Net: NetName=+12 Pin=C1E-1
Removed Pin From Net: NetName=+12 Pin=C1G-1
Removed Pin From Net: NetName=-12 Pin=C2C-2
Removed Pin From Net: NetName=-12 Pin=C2E-2
Removed Pin From Net: NetName=-12 Pin=C2G-2
Removed Pin From Net: NetName=+5 Pin=C6C-1
Removed Pin From Net: NetName=RTDL_GND Pin=C6C-2
Removed Pin From Net: NetName=+5 Pin=C6E-1
Removed Pin From Net: NetName=RTDL_GND Pin=C6E-2
Removed Pin From Net: NetName=+5 Pin=C6G-1
Removed Pin From Net: NetName=RTDL_GND Pin=C6G-2
Removed Pin From Net: NetName=CFB5 Pin=IC3C-5
Removed Pin From Net: NetName=CFB6 Pin=IC3C-6
Removed Pin From Net: NetName=Vref2 Pin=R1C-2
Removed Pin From Net: NetName=Vref2 Pin=R1E-2
Removed Pin From Net: NetName=Vref2 Pin=R1G-2
Removed Pin From Net: NetName=Vref2 Pin=R2C-2
Removed Pin From Net: NetName=Vref2 Pin=R2E-2
Removed Pin From Net: NetName=Vref2 Pin=R2G-2
Removed Pin From Net: NetName=+5 Pin=R8C-2
Removed Pin From Net: NetName=+5 Pin=R8E-2
Removed Pin From Net: NetName=+5 Pin=R8G-2
Removed Pin From Net: NetName=RTDL_GND Pin=R9C-1
Removed Pin From Net: NetName=Vref3 Pin=R9C-3
Removed Pin From Net: NetName=RTDL_GND Pin=R9E-1
Removed Pin From Net: NetName=Vref3 Pin=R9E-3
Removed Pin From Net: NetName=RTDL_GND Pin=R9G-1
Removed Pin From Net: NetName=Vref3 Pin=R9G-3
Removed Pin From Net: NetName=-12 Pin=U1C-5
Removed Pin From Net: NetName=+12 Pin=U1C-8
Removed Pin From Net: NetName=-12 Pin=U1E-5
Removed Pin From Net: NetName=+12 Pin=U1E-8
Removed Pin From Net: NetName=-12 Pin=U1G-5
Removed Pin From Net: NetName=+12 Pin=U1G-8
Removed Pin From Net: NetName=RTDL_GND Pin=U3C-1
Removed Pin From Net: NetName=RTDL_GND Pin=U3C-4
Removed Pin From Net: NetName=+5 Pin=U3C-8
Removed Pin From Net: NetName=RTDL_GND Pin=U3E-1
Removed Pin From Net: NetName=RTDL_GND Pin=U3E-4
Removed Pin From Net: NetName=+5 Pin=U3E-8
Removed Pin From Net: NetName=RTDL_GND Pin=U3G-1
Removed Pin From Net: NetName=RTDL_GND Pin=U3G-4
Removed Pin From Net: NetName=+5 Pin=U3G-8
Removed Pin From Net: NetName=VthrR5 Pin=U10B-3
Removed Pin From Net: NetName=VthrR6 Pin=U10B-5
Change Component Comment : Designator=CF1A Old Comment=22272081 New Comment=0022272081
Change Component Comment : Designator=CF1B Old Comment=22272081 New Comment=0022272081
Change Component Comment : Designator=CF1C Old Comment=22272081 New Comment=0022272081
Change Component Comment : Designator=CF2A Old Comment=22272081 New Comment=0022272081
Change Component Comment : Designator=CF2B Old Comment=22272081 New Comment=0022272081
Change Component Comment : Designator=CF2C Old Comment=22272081 New Comment=0022272081
Change Component Comment : Designator=J2 Old Comment=22272081 New Comment=0022272081
Change Component Comment : Designator=J3 Old Comment=22272081 New Comment=0022272081
Change Component Comment : Designator=J6 Old Comment=22272081 New Comment=0022272081
Change Component Comment : Designator=J7 Old Comment=22272081 New Comment=0022272081
Change Component Designator: OldDesignator=C1A NewDesignator=C1G
Change Component Designator: OldDesignator=C1B NewDesignator=C1A
Change Component Designator: OldDesignator=C1D NewDesignator=C1B
Change Component Designator: OldDesignator=C1F NewDesignator=C1C
Change Component Designator: OldDesignator=C1H NewDesignator=C1D
Change Component Designator: OldDesignator=C1J NewDesignator=C1E
Change Component Designator: OldDesignator=C1L NewDesignator=C1F
Change Component Designator: OldDesignator=C2A NewDesignator=C2G
Change Component Designator: OldDesignator=C2B NewDesignator=C2A
Change Component Designator: OldDesignator=C2D NewDesignator=C2B
Change Component Designator: OldDesignator=C2F NewDesignator=C2C
Change Component Designator: OldDesignator=C2H NewDesignator=C2D
Change Component Designator: OldDesignator=C2J NewDesignator=C2E
Change Component Designator: OldDesignator=C2L NewDesignator=C2F
Change Component Designator: OldDesignator=C6A NewDesignator=C6G
Change Component Designator: OldDesignator=C6B NewDesignator=C6A
Change Component Designator: OldDesignator=C6D NewDesignator=C6B
Change Component Designator: OldDesignator=C6F NewDesignator=C6C
Change Component Designator: OldDesignator=C6H NewDesignator=C6D
Change Component Designator: OldDesignator=C6J NewDesignator=C6E
Change Component Designator: OldDesignator=C6L NewDesignator=C6F
Change Component Designator: OldDesignator=R1A NewDesignator=R1G
Change Component Designator: OldDesignator=R1B NewDesignator=R1A
Change Component Designator: OldDesignator=R1D NewDesignator=R1B
Change Component Designator: OldDesignator=R1F NewDesignator=R1C
Change Component Designator: OldDesignator=R1H NewDesignator=R1D
Change Component Designator: OldDesignator=R1J NewDesignator=R1E
Change Component Designator: OldDesignator=R1L NewDesignator=R1F
Change Component Designator: OldDesignator=R2A NewDesignator=R2G
Change Component Designator: OldDesignator=R2B NewDesignator=R2A
Change Component Designator: OldDesignator=R2D NewDesignator=R2B
Change Component Designator: OldDesignator=R2F NewDesignator=R2C
Change Component Designator: OldDesignator=R2H NewDesignator=R2D
Change Component Designator: OldDesignator=R2J NewDesignator=R2E
Change Component Designator: OldDesignator=R2L NewDesignator=R2F
Change Component Designator: OldDesignator=R3A NewDesignator=R3G
Change Component Designator: OldDesignator=R3B NewDesignator=R3A
Change Component Designator: OldDesignator=R3D NewDesignator=R3B
Change Component Designator: OldDesignator=R3F NewDesignator=R3C
Change Component Designator: OldDesignator=R3H NewDesignator=R3D
Change Component Designator: OldDesignator=R3J NewDesignator=R3E
Change Component Designator: OldDesignator=R3L NewDesignator=R3F
Change Component Designator: OldDesignator=R4A NewDesignator=R4G
Change Component Designator: OldDesignator=R4B NewDesignator=R4A
Change Component Designator: OldDesignator=R4D NewDesignator=R4B
Change Component Designator: OldDesignator=R4F NewDesignator=R4C
Change Component Designator: OldDesignator=R4H NewDesignator=R4D
Change Component Designator: OldDesignator=R4J NewDesignator=R4E
Change Component Designator: OldDesignator=R4L NewDesignator=R4F
Change Component Designator: OldDesignator=R5A NewDesignator=R5G
Change Component Designator: OldDesignator=R5B NewDesignator=R5A
Change Component Designator: OldDesignator=R5D NewDesignator=R5B
Change Component Designator: OldDesignator=R5F NewDesignator=R5C
Change Component Designator: OldDesignator=R5H NewDesignator=R5D
Change Component Designator: OldDesignator=R5J NewDesignator=R5E
Change Component Designator: OldDesignator=R5L NewDesignator=R5F
Change Component Designator: OldDesignator=R8A NewDesignator=R8G
Change Component Designator: OldDesignator=R8B NewDesignator=R8A
Change Component Designator: OldDesignator=R8D NewDesignator=R8B
Change Component Designator: OldDesignator=R8F NewDesignator=R8C
Change Component Designator: OldDesignator=R8H NewDesignator=R8D
Change Component Designator: OldDesignator=R8J NewDesignator=R8E
Change Component Designator: OldDesignator=R8L NewDesignator=R8F
Change Component Designator: OldDesignator=R9A NewDesignator=R9G
Change Component Designator: OldDesignator=R9B NewDesignator=R9A
Change Component Designator: OldDesignator=R9D NewDesignator=R9B
Change Component Designator: OldDesignator=R9F NewDesignator=R9C
Change Component Designator: OldDesignator=R9H NewDesignator=R9D
Change Component Designator: OldDesignator=R9J NewDesignator=R9E
Change Component Designator: OldDesignator=R9L NewDesignator=R9F
Change Component Designator: OldDesignator=R10A NewDesignator=R10G
Change Component Designator: OldDesignator=R10B NewDesignator=R10A
Change Component Designator: OldDesignator=R10D NewDesignator=R10B
Change Component Designator: OldDesignator=R10F NewDesignator=R10C
Change Component Designator: OldDesignator=R10H NewDesignator=R10D
Change Component Designator: OldDesignator=R10J NewDesignator=R10E
Change Component Designator: OldDesignator=R10L NewDesignator=R10F
Change Component Designator: OldDesignator=U1A NewDesignator=U1G
Change Component Designator: OldDesignator=U1B NewDesignator=U1A
Change Component Designator: OldDesignator=U1D NewDesignator=U1B
Change Component Designator: OldDesignator=U1F NewDesignator=U1C
Change Component Designator: OldDesignator=U1H NewDesignator=U1D
Change Component Designator: OldDesignator=U1J NewDesignator=U1E
Change Component Designator: OldDesignator=U1L NewDesignator=U1F
Change Component Designator: OldDesignator=U3A NewDesignator=U3G
Change Component Designator: OldDesignator=U3B NewDesignator=U3A
Change Component Designator: OldDesignator=U3D NewDesignator=U3B
Change Component Designator: OldDesignator=U3F NewDesignator=U3C
Change Component Designator: OldDesignator=U3H NewDesignator=U3D
Change Component Designator: OldDesignator=U3J NewDesignator=U3E
Change Component Designator: OldDesignator=U3L NewDesignator=U3F
Change component parameters: Designator = "U5"; Footprint = "RKG41"; UniqueID = "\LYHOUZDD\YVEEQWBP\CAAAJWGA"
Change component parameters. Clean all parameters for all variants
Change component parameters (AddParameter): Name = "Built_By"; Value = "EMA_UL_Team"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Copyright"; Value = "Copyright (C) 2018 Accelerated Designs. All rights reserved"; VariantName = "[No Variations]"
